"permutations";"#UUIDs";"#classes";"#clone_configs"
"13_11_1_4_12_16_8_6_9_14_3_2_15_10_7_5";"11228";"5";"114"
"12_2_13_1_4_7_6_9_3_11_5_10_16_8_15_14";"11412";"5";"114"
"8_9_16_15_1_3_4_5_10_2_7_11_6_14_12_13";"11297";"6";"114"
"6_7_8_13_15_10_14_4_3_9_1_2_11_5_16_12";"11296";"5";"114"
"12_11_4_16_9_13_6_3_2_5_7_1_8_15_14_10";"11248";"5";"114"
"12_10_15_3_4_13_14_2_9_5_16_11_8_6_7_1";"11456";"5";"114"
"14_3_4_5_12_13_6_11_1_8_9_10_7_15_16_2";"11257";"5";"114"
"3_13_15_2_11_8_12_10_5_4_16_6_7_9_14_1";"11264";"5";"114"
"14_5_15_16_10_12_11_4_13_1_9_6_8_7_3_2";"11241";"5";"114"
"13_1_16_3_10_5_2_14_15_6_11_12_7_9_4_8";"11181";"5";"114"
"14_15_7_9_8_3_12_1_16_11_5_13_4_10_6_2";"11227";"5";"114"
"12_16_9_3_4_5_10_14_13_7_6_15_11_1_2_8";"11221";"5";"114"
"7_6_8_14_2_16_15_9_5_10_11_3_4_1_12_13";"11281";"5";"114"
"13_10_14_7_4_2_6_16_12_3_11_8_9_5_1_15";"11375";"5";"114"
"2_7_6_1_8_4_13_12_5_11_14_16_15_9_3_10";"11277";"5";"114"
"14_10_15_1_2_8_6_3_9_7_11_13_16_4_12_5";"11289";"5";"114"
"8_16_11_10_9_6_2_7_4_3_12_14_5_15_13_1";"11281";"5";"114"
"15_7_3_9_2_8_1_4_6_11_14_16_12_10_13_5";"11244";"5";"114"
"10_15_9_6_16_5_3_13_4_11_7_14_12_2_1_8";"11231";"5";"114"
"11_3_8_7_1_10_13_5_15_16_2_12_4_9_6_14";"11284";"5";"114"
"1_13_4_6_14_3_8_7_9_12_11_2_10_16_5_15";"11234";"5";"114"
"3_13_15_11_9_12_16_14_5_2_6_8_1_7_4_10";"11249";"5";"114"
"12_4_8_1_16_6_13_14_10_5_3_7_11_15_9_2";"11189";"5";"114"
"10_2_1_4_8_13_7_15_6_11_14_12_9_3_16_5";"11522";"6";"114"
"14_12_7_6_15_3_2_10_9_13_8_16_4_11_1_5";"11244";"5";"114"
"16_13_2_9_1_3_15_8_6_5_14_10_4_12_7_11";"11240";"5";"114"
"8_9_14_7_6_4_12_1_13_3_16_5_10_2_11_15";"11311";"6";"114"
"4_8_9_7_1_12_14_15_10_11_2_3_16_13_5_6";"11301";"6";"114"
"14_15_2_16_6_9_12_13_7_1_5_11_8_10_4_3";"11231";"5";"114"
"9_4_16_8_3_6_11_15_14_12_2_13_10_1_5_7";"11510";"6";"114"
"12_14_16_6_10_8_5_2_4_11_13_15_3_1_9_7";"11246";"5";"114"
"11_14_6_16_1_7_13_2_9_15_10_4_8_12_3_5";"11191";"5";"114"
"11_2_5_12_8_13_14_6_16_15_3_10_9_7_1_4";"11512";"5";"114"
"13_9_12_14_1_6_8_15_2_7_16_3_10_11_4_5";"11168";"5";"114"
"6_4_12_5_1_8_3_10_11_16_14_7_15_9_13_2";"11187";"5";"114"
